Volatility 3 Framework 2.28.0

PID	Process	Block	Variable	Value
1592	VBoxTray.exe	0x3c1db0	APPDATA	C:\Users\eminem\AppData\Roaming
1592	VBoxTray.exe	0x3c1db0	CommonProgramFiles	C:\Program Files\Common Files
1592	VBoxTray.exe	0x3c1db0	CommonProgramFiles(x86)	C:\Program Files (x86)\Common Files
1592	VBoxTray.exe	0x3c1db0	CommonProgramW6432	C:\Program Files\Common Files
1592	VBoxTray.exe	0x3c1db0	COMPUTERNAME	2PAC
1592	VBoxTray.exe	0x3c1db0	ComSpec	C:\Windows\system32\cmd.exe
1592	VBoxTray.exe	0x3c1db0	FP_NO_HOST_CHECK	NO
1592	VBoxTray.exe	0x3c1db0	HOMEDRIVE	C:
1592	VBoxTray.exe	0x3c1db0	HOMEPATH	\Users\eminem
1592	VBoxTray.exe	0x3c1db0	LOCALAPPDATA	C:\Users\eminem\AppData\Local
1592	VBoxTray.exe	0x3c1db0	LOGONSERVER	\\2PAC
1592	VBoxTray.exe	0x3c1db0	NUMBER_OF_PROCESSORS	1
1592	VBoxTray.exe	0x3c1db0	OS	Windows_NT
1592	VBoxTray.exe	0x3c1db0	Path	C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\
1592	VBoxTray.exe	0x3c1db0	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
1592	VBoxTray.exe	0x3c1db0	PROCESSOR_ARCHITECTURE	AMD64
1592	VBoxTray.exe	0x3c1db0	PROCESSOR_IDENTIFIER	Intel64 Family 6 Model 142 Stepping 9, GenuineIntel
1592	VBoxTray.exe	0x3c1db0	PROCESSOR_LEVEL	6
1592	VBoxTray.exe	0x3c1db0	PROCESSOR_REVISION	8e09
1592	VBoxTray.exe	0x3c1db0	ProgramData	C:\ProgramData
1592	VBoxTray.exe	0x3c1db0	ProgramFiles	C:\Program Files
1592	VBoxTray.exe	0x3c1db0	ProgramFiles(x86)	C:\Program Files (x86)
1592	VBoxTray.exe	0x3c1db0	ProgramW6432	C:\Program Files
1592	VBoxTray.exe	0x3c1db0	PSModulePath	C:\Windows\system32\WindowsPowerShell\v1.0\Modules\
1592	VBoxTray.exe	0x3c1db0	PUBLIC	C:\Users\Public
1592	VBoxTray.exe	0x3c1db0	SESSIONNAME	Console
1592	VBoxTray.exe	0x3c1db0	SystemDrive	C:
1592	VBoxTray.exe	0x3c1db0	SystemRoot	C:\Windows
1592	VBoxTray.exe	0x3c1db0	TEMP	C:\Users\eminem\AppData\Local\Temp
1592	VBoxTray.exe	0x3c1db0	TMP	C:\Users\eminem\AppData\Local\Temp
1592	VBoxTray.exe	0x3c1db0	USERDOMAIN	2pac
1592	VBoxTray.exe	0x3c1db0	USERNAME	eminem
1592	VBoxTray.exe	0x3c1db0	USERPROFILE	C:\Users\eminem
1592	VBoxTray.exe	0x3c1db0	windir	C:\Windows
1592	VBoxTray.exe	0x3c1db0	windows_tracing_flags	3
1592	VBoxTray.exe	0x3c1db0	windows_tracing_logfile	C:\BVTBin\Tests\installpackage\csilogfile.log
1068	SearchIndexer.	0x131d60	ALLUSERSPROFILE	C:\ProgramData
1068	SearchIndexer.	0x131d60	APPDATA	C:\Windows\system32\config\systemprofile\AppData\Roaming
1068	SearchIndexer.	0x131d60	CommonProgramFiles	C:\Program Files\Common Files
1068	SearchIndexer.	0x131d60	CommonProgramFiles(x86)	C:\Program Files (x86)\Common Files
1068	SearchIndexer.	0x131d60	CommonProgramW6432	C:\Program Files\Common Files
1068	SearchIndexer.	0x131d60	COMPUTERNAME	2PAC
1068	SearchIndexer.	0x131d60	ComSpec	C:\Windows\system32\cmd.exe
1068	SearchIndexer.	0x131d60	FP_NO_HOST_CHECK	NO
1068	SearchIndexer.	0x131d60	LOCALAPPDATA	C:\Windows\system32\config\systemprofile\AppData\Local
1068	SearchIndexer.	0x131d60	NUMBER_OF_PROCESSORS	1
1068	SearchIndexer.	0x131d60	OS	Windows_NT
1068	SearchIndexer.	0x131d60	Path	C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Windows\system32
1068	SearchIndexer.	0x131d60	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
1068	SearchIndexer.	0x131d60	PROCESSOR_ARCHITECTURE	AMD64
1068	SearchIndexer.	0x131d60	PROCESSOR_IDENTIFIER	Intel64 Family 6 Model 142 Stepping 9, GenuineIntel
1068	SearchIndexer.	0x131d60	PROCESSOR_LEVEL	6
1068	SearchIndexer.	0x131d60	PROCESSOR_REVISION	8e09
1068	SearchIndexer.	0x131d60	ProgramData	C:\ProgramData
1068	SearchIndexer.	0x131d60	ProgramFiles	C:\Program Files
1068	SearchIndexer.	0x131d60	ProgramFiles(x86)	C:\Program Files (x86)
1068	SearchIndexer.	0x131d60	ProgramW6432	C:\Program Files
1068	SearchIndexer.	0x131d60	PSModulePath	C:\Windows\system32\WindowsPowerShell\v1.0\Modules\
1068	SearchIndexer.	0x131d60	PUBLIC	C:\Users\Public
1068	SearchIndexer.	0x131d60	SystemDrive	C:
1068	SearchIndexer.	0x131d60	SystemRoot	C:\Windows
1068	SearchIndexer.	0x131d60	TEMP	C:\ProgramData\Microsoft\Search\Data\Temp\usgthrsvc
1068	SearchIndexer.	0x131d60	TMP	C:\ProgramData\Microsoft\Search\Data\Temp\usgthrsvc
1068	SearchIndexer.	0x131d60	USERDOMAIN	WORKGROUP
1068	SearchIndexer.	0x131d60	USERNAME	2PAC$
1068	SearchIndexer.	0x131d60	USERPROFILE	C:\Windows\system32\config\systemprofile
1068	SearchIndexer.	0x131d60	windir	C:\Windows
1068	SearchIndexer.	0x131d60	windows_tracing_flags	3
1068	SearchIndexer.	0x131d60	windows_tracing_logfile	C:\BVTBin\Tests\installpackage\csilogfile.log
1696	SearchProtocol	0x271d80	ALLUSERSPROFILE	C:\ProgramData
1696	SearchProtocol	0x271d80	APPDATA	C:\Users\eminem\AppData\Roaming
1696	SearchProtocol	0x271d80	CommonProgramFiles	C:\Program Files\Common Files
1696	SearchProtocol	0x271d80	CommonProgramFiles(x86)	C:\Program Files (x86)\Common Files
1696	SearchProtocol	0x271d80	CommonProgramW6432	C:\Program Files\Common Files
1696	SearchProtocol	0x271d80	COMPUTERNAME	2PAC
1696	SearchProtocol	0x271d80	ComSpec	C:\Windows\system32\cmd.exe
1696	SearchProtocol	0x271d80	FP_NO_HOST_CHECK	NO
1696	SearchProtocol	0x271d80	HOMEDRIVE	C:
1696	SearchProtocol	0x271d80	HOMEPATH	\Users\eminem
1696	SearchProtocol	0x271d80	LOCALAPPDATA	C:\Users\eminem\AppData\Local
1696	SearchProtocol	0x271d80	LOGONSERVER	\\2PAC
1696	SearchProtocol	0x271d80	NUMBER_OF_PROCESSORS	1
1696	SearchProtocol	0x271d80	OS	Windows_NT
1696	SearchProtocol	0x271d80	Path	C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\
1696	SearchProtocol	0x271d80	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
1696	SearchProtocol	0x271d80	PROCESSOR_ARCHITECTURE	AMD64
1696	SearchProtocol	0x271d80	PROCESSOR_IDENTIFIER	Intel64 Family 6 Model 142 Stepping 9, GenuineIntel
1696	SearchProtocol	0x271d80	PROCESSOR_LEVEL	6
1696	SearchProtocol	0x271d80	PROCESSOR_REVISION	8e09
1696	SearchProtocol	0x271d80	ProgramData	C:\ProgramData
1696	SearchProtocol	0x271d80	ProgramFiles	C:\Program Files
1696	SearchProtocol	0x271d80	ProgramFiles(x86)	C:\Program Files (x86)
1696	SearchProtocol	0x271d80	ProgramW6432	C:\Program Files
1696	SearchProtocol	0x271d80	PSModulePath	C:\Windows\system32\WindowsPowerShell\v1.0\Modules\
1696	SearchProtocol	0x271d80	PUBLIC	C:\Users\Public
1696	SearchProtocol	0x271d80	SystemDrive	C:
1696	SearchProtocol	0x271d80	SystemRoot	C:\Windows
1696	SearchProtocol	0x271d80	TEMP	C:\Users\eminem\AppData\Local\Temp
1696	SearchProtocol	0x271d80	TMP	C:\Users\eminem\AppData\Local\Temp
1696	SearchProtocol	0x271d80	USERDOMAIN	2pac
1696	SearchProtocol	0x271d80	USERNAME	eminem
1696	SearchProtocol	0x271d80	USERPROFILE	C:\Users\eminem
1696	SearchProtocol	0x271d80	windir	C:\Windows
1696	SearchProtocol	0x271d80	windows_tracing_flags	3
1696	SearchProtocol	0x271d80	windows_tracing_logfile	C:\BVTBin\Tests\installpackage\csilogfile.log
1688	SearchFilterHo	0x141e10	ALLUSERSPROFILE	C:\ProgramData
1688	SearchFilterHo	0x141e10	APPDATA	C:\Windows\system32\config\systemprofile\AppData\Roaming
1688	SearchFilterHo	0x141e10	CommonProgramFiles	C:\Program Files\Common Files
1688	SearchFilterHo	0x141e10	CommonProgramFiles(x86)	C:\Program Files (x86)\Common Files
1688	SearchFilterHo	0x141e10	CommonProgramW6432	C:\Program Files\Common Files
1688	SearchFilterHo	0x141e10	COMPUTERNAME	2PAC
1688	SearchFilterHo	0x141e10	ComSpec	C:\Windows\system32\cmd.exe
1688	SearchFilterHo	0x141e10	FP_NO_HOST_CHECK	NO
1688	SearchFilterHo	0x141e10	LOCALAPPDATA	C:\Windows\system32\config\systemprofile\AppData\Local
1688	SearchFilterHo	0x141e10	NUMBER_OF_PROCESSORS	1
1688	SearchFilterHo	0x141e10	OS	Windows_NT
1688	SearchFilterHo	0x141e10	Path	C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Windows\system32
1688	SearchFilterHo	0x141e10	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
1688	SearchFilterHo	0x141e10	PROCESSOR_ARCHITECTURE	AMD64
1688	SearchFilterHo	0x141e10	PROCESSOR_IDENTIFIER	Intel64 Family 6 Model 142 Stepping 9, GenuineIntel
1688	SearchFilterHo	0x141e10	PROCESSOR_LEVEL	6
1688	SearchFilterHo	0x141e10	PROCESSOR_REVISION	8e09
1688	SearchFilterHo	0x141e10	ProgramData	C:\ProgramData
1688	SearchFilterHo	0x141e10	ProgramFiles	C:\Program Files
1688	SearchFilterHo	0x141e10	ProgramFiles(x86)	C:\Program Files (x86)
1688	SearchFilterHo	0x141e10	ProgramW6432	C:\Program Files
1688	SearchFilterHo	0x141e10	PSModulePath	C:\Windows\system32\WindowsPowerShell\v1.0\Modules\
1688	SearchFilterHo	0x141e10	PUBLIC	C:\Users\Public
1688	SearchFilterHo	0x141e10	SystemDrive	C:
1688	SearchFilterHo	0x141e10	SystemRoot	C:\Windows
1688	SearchFilterHo	0x141e10	TEMP	C:\ProgramData\Microsoft\Search\Data\Temp\usgthrsvc
1688	SearchFilterHo	0x141e10	TMP	C:\ProgramData\Microsoft\Search\Data\Temp\usgthrsvc
1688	SearchFilterHo	0x141e10	USERDOMAIN	WORKGROUP
1688	SearchFilterHo	0x141e10	USERNAME	2PAC$
1688	SearchFilterHo	0x141e10	USERPROFILE	C:\Windows\system32\config\systemprofile
1688	SearchFilterHo	0x141e10	windir	C:\Windows
1688	SearchFilterHo	0x141e10	windows_tracing_flags	3
1688	SearchFilterHo	0x141e10	windows_tracing_logfile	C:\BVTBin\Tests\installpackage\csilogfile.log
2076	dllhost.exe	0x3c1db0	ALLUSERSPROFILE	C:\ProgramData
2076	dllhost.exe	0x3c1db0	APPDATA	C:\Users\eminem\AppData\Roaming
2076	dllhost.exe	0x3c1db0	CommonProgramFiles	C:\Program Files\Common Files
2076	dllhost.exe	0x3c1db0	CommonProgramFiles(x86)	C:\Program Files (x86)\Common Files
2076	dllhost.exe	0x3c1db0	CommonProgramW6432	C:\Program Files\Common Files
2076	dllhost.exe	0x3c1db0	COMPUTERNAME	2PAC
2076	dllhost.exe	0x3c1db0	ComSpec	C:\Windows\system32\cmd.exe
2076	dllhost.exe	0x3c1db0	FP_NO_HOST_CHECK	NO
2076	dllhost.exe	0x3c1db0	HOMEDRIVE	C:
2076	dllhost.exe	0x3c1db0	HOMEPATH	\Users\eminem
2076	dllhost.exe	0x3c1db0	LOCALAPPDATA	C:\Users\eminem\AppData\Local
2076	dllhost.exe	0x3c1db0	LOGONSERVER	\\2PAC
2076	dllhost.exe	0x3c1db0	NUMBER_OF_PROCESSORS	1
2076	dllhost.exe	0x3c1db0	OS	Windows_NT
2076	dllhost.exe	0x3c1db0	Path	C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\
2076	dllhost.exe	0x3c1db0	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
2076	dllhost.exe	0x3c1db0	PROCESSOR_ARCHITECTURE	AMD64
2076	dllhost.exe	0x3c1db0	PROCESSOR_IDENTIFIER	Intel64 Family 6 Model 142 Stepping 9, GenuineIntel
2076	dllhost.exe	0x3c1db0	PROCESSOR_LEVEL	6
2076	dllhost.exe	0x3c1db0	PROCESSOR_REVISION	8e09
2076	dllhost.exe	0x3c1db0	ProgramData	C:\ProgramData
2076	dllhost.exe	0x3c1db0	ProgramFiles	C:\Program Files
2076	dllhost.exe	0x3c1db0	ProgramFiles(x86)	C:\Program Files (x86)
2076	dllhost.exe	0x3c1db0	ProgramW6432	C:\Program Files
2076	dllhost.exe	0x3c1db0	PSModulePath	C:\Windows\system32\WindowsPowerShell\v1.0\Modules\
2076	dllhost.exe	0x3c1db0	PUBLIC	C:\Users\Public
2076	dllhost.exe	0x3c1db0	SESSIONNAME	Console
2076	dllhost.exe	0x3c1db0	SystemDrive	C:
2076	dllhost.exe	0x3c1db0	SystemRoot	C:\Windows
2076	dllhost.exe	0x3c1db0	TEMP	C:\Users\eminem\AppData\Local\Temp
2076	dllhost.exe	0x3c1db0	TMP	C:\Users\eminem\AppData\Local\Temp
2076	dllhost.exe	0x3c1db0	USERDOMAIN	2pac
2076	dllhost.exe	0x3c1db0	USERNAME	eminem
2076	dllhost.exe	0x3c1db0	USERPROFILE	C:\Users\eminem
2076	dllhost.exe	0x3c1db0	windir	C:\Windows
2076	dllhost.exe	0x3c1db0	windows_tracing_flags	3
2076	dllhost.exe	0x3c1db0	windows_tracing_logfile	C:\BVTBin\Tests\installpackage\csilogfile.log
2272	GoogleCrashHan	0xa1db0	ALLUSERSPROFILE	C:\ProgramData
2272	GoogleCrashHan	0xa1db0	APPDATA	C:\Windows\system32\config\systemprofile\AppData\Roaming
2272	GoogleCrashHan	0xa1db0	CommonProgramFiles	C:\Program Files\Common Files
2272	GoogleCrashHan	0xa1db0	CommonProgramFiles(x86)	C:\Program Files (x86)\Common Files
2272	GoogleCrashHan	0xa1db0	CommonProgramW6432	C:\Program Files\Common Files
2272	GoogleCrashHan	0xa1db0	COMPUTERNAME	2PAC
2272	GoogleCrashHan	0xa1db0	ComSpec	C:\Windows\system32\cmd.exe
2272	GoogleCrashHan	0xa1db0	FP_NO_HOST_CHECK	NO
2272	GoogleCrashHan	0xa1db0	LOCALAPPDATA	C:\Windows\system32\config\systemprofile\AppData\Local
2272	GoogleCrashHan	0xa1db0	NUMBER_OF_PROCESSORS	1
2272	GoogleCrashHan	0xa1db0	OS	Windows_NT
2272	GoogleCrashHan	0xa1db0	Path	C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\
2272	GoogleCrashHan	0xa1db0	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
2272	GoogleCrashHan	0xa1db0	PROCESSOR_ARCHITECTURE	AMD64
2272	GoogleCrashHan	0xa1db0	PROCESSOR_IDENTIFIER	Intel64 Family 6 Model 142 Stepping 9, GenuineIntel
2272	GoogleCrashHan	0xa1db0	PROCESSOR_LEVEL	6
2272	GoogleCrashHan	0xa1db0	PROCESSOR_REVISION	8e09
2272	GoogleCrashHan	0xa1db0	ProgramData	C:\ProgramData
2272	GoogleCrashHan	0xa1db0	ProgramFiles	C:\Program Files
2272	GoogleCrashHan	0xa1db0	ProgramFiles(x86)	C:\Program Files (x86)
2272	GoogleCrashHan	0xa1db0	ProgramW6432	C:\Program Files
2272	GoogleCrashHan	0xa1db0	PSModulePath	C:\Windows\system32\WindowsPowerShell\v1.0\Modules\
2272	GoogleCrashHan	0xa1db0	PUBLIC	C:\Users\Public
2272	GoogleCrashHan	0xa1db0	SystemDrive	C:
2272	GoogleCrashHan	0xa1db0	SystemRoot	C:\Windows
2272	GoogleCrashHan	0xa1db0	TEMP	C:\Windows\TEMP
2272	GoogleCrashHan	0xa1db0	TMP	C:\Windows\TEMP
2272	GoogleCrashHan	0xa1db0	USERDOMAIN	WORKGROUP
2272	GoogleCrashHan	0xa1db0	USERNAME	2PAC$
2272	GoogleCrashHan	0xa1db0	USERPROFILE	C:\Windows\system32\config\systemprofile
2272	GoogleCrashHan	0xa1db0	windir	C:\Windows
2272	GoogleCrashHan	0xa1db0	windows_tracing_flags	3
2272	GoogleCrashHan	0xa1db0	windows_tracing_logfile	C:\BVTBin\Tests\installpackage\csilogfile.log
2284	GoogleCrashHan	0x371db0	ALLUSERSPROFILE	C:\ProgramData
2284	GoogleCrashHan	0x371db0	APPDATA	C:\Windows\system32\config\systemprofile\AppData\Roaming
2284	GoogleCrashHan	0x371db0	CommonProgramFiles	C:\Program Files\Common Files
2284	GoogleCrashHan	0x371db0	CommonProgramFiles(x86)	C:\Program Files (x86)\Common Files
2284	GoogleCrashHan	0x371db0	CommonProgramW6432	C:\Program Files\Common Files
2284	GoogleCrashHan	0x371db0	COMPUTERNAME	2PAC
2284	GoogleCrashHan	0x371db0	ComSpec	C:\Windows\system32\cmd.exe
2284	GoogleCrashHan	0x371db0	FP_NO_HOST_CHECK	NO
2284	GoogleCrashHan	0x371db0	LOCALAPPDATA	C:\Windows\system32\config\systemprofile\AppData\Local
2284	GoogleCrashHan	0x371db0	NUMBER_OF_PROCESSORS	1
2284	GoogleCrashHan	0x371db0	OS	Windows_NT
2284	GoogleCrashHan	0x371db0	Path	C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\
2284	GoogleCrashHan	0x371db0	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
2284	GoogleCrashHan	0x371db0	PROCESSOR_ARCHITECTURE	AMD64
2284	GoogleCrashHan	0x371db0	PROCESSOR_IDENTIFIER	Intel64 Family 6 Model 142 Stepping 9, GenuineIntel
2284	GoogleCrashHan	0x371db0	PROCESSOR_LEVEL	6
2284	GoogleCrashHan	0x371db0	PROCESSOR_REVISION	8e09
2284	GoogleCrashHan	0x371db0	ProgramData	C:\ProgramData
2284	GoogleCrashHan	0x371db0	ProgramFiles	C:\Program Files
2284	GoogleCrashHan	0x371db0	ProgramFiles(x86)	C:\Program Files (x86)
2284	GoogleCrashHan	0x371db0	ProgramW6432	C:\Program Files
2284	GoogleCrashHan	0x371db0	PSModulePath	C:\Windows\system32\WindowsPowerShell\v1.0\Modules\
2284	GoogleCrashHan	0x371db0	PUBLIC	C:\Users\Public
2284	GoogleCrashHan	0x371db0	SystemDrive	C:
2284	GoogleCrashHan	0x371db0	SystemRoot	C:\Windows
2284	GoogleCrashHan	0x371db0	TEMP	C:\Windows\TEMP
2284	GoogleCrashHan	0x371db0	TMP	C:\Windows\TEMP
2284	GoogleCrashHan	0x371db0	USERDOMAIN	WORKGROUP
2284	GoogleCrashHan	0x371db0	USERNAME	2PAC$
2284	GoogleCrashHan	0x371db0	USERPROFILE	C:\Windows\system32\config\systemprofile
2284	GoogleCrashHan	0x371db0	windir	C:\Windows
2284	GoogleCrashHan	0x371db0	windows_tracing_flags	3
2284	GoogleCrashHan	0x371db0	windows_tracing_logfile	C:\BVTBin\Tests\installpackage\csilogfile.log
2624	DumpIt.exe	0xd1d80	ALLUSERSPROFILE	C:\ProgramData
2624	DumpIt.exe	0xd1d80	APPDATA	C:\Users\eminem\AppData\Roaming
2624	DumpIt.exe	0xd1d80	CommonProgramFiles	C:\Program Files\Common Files
2624	DumpIt.exe	0xd1d80	CommonProgramFiles(x86)	C:\Program Files (x86)\Common Files
2624	DumpIt.exe	0xd1d80	CommonProgramW6432	C:\Program Files\Common Files
2624	DumpIt.exe	0xd1d80	COMPUTERNAME	2PAC
2624	DumpIt.exe	0xd1d80	ComSpec	C:\Windows\system32\cmd.exe
2624	DumpIt.exe	0xd1d80	FP_NO_HOST_CHECK	NO
2624	DumpIt.exe	0xd1d80	HOMEDRIVE	C:
2624	DumpIt.exe	0xd1d80	HOMEPATH	\Users\eminem
2624	DumpIt.exe	0xd1d80	LOCALAPPDATA	C:\Users\eminem\AppData\Local
2624	DumpIt.exe	0xd1d80	LOGONSERVER	\\2PAC
2624	DumpIt.exe	0xd1d80	NUMBER_OF_PROCESSORS	1
2624	DumpIt.exe	0xd1d80	OS	Windows_NT
2624	DumpIt.exe	0xd1d80	Path	C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\
2624	DumpIt.exe	0xd1d80	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
2624	DumpIt.exe	0xd1d80	PROCESSOR_ARCHITECTURE	AMD64
2624	DumpIt.exe	0xd1d80	PROCESSOR_IDENTIFIER	Intel64 Family 6 Model 142 Stepping 9, GenuineIntel
2624	DumpIt.exe	0xd1d80	PROCESSOR_LEVEL	6
2624	DumpIt.exe	0xd1d80	PROCESSOR_REVISION	8e09
2624	DumpIt.exe	0xd1d80	ProgramData	C:\ProgramData
2624	DumpIt.exe	0xd1d80	ProgramFiles	C:\Program Files
2624	DumpIt.exe	0xd1d80	ProgramFiles(x86)	C:\Program Files (x86)
2624	DumpIt.exe	0xd1d80	ProgramW6432	C:\Program Files
2624	DumpIt.exe	0xd1d80	PSModulePath	C:\Windows\system32\WindowsPowerShell\v1.0\Modules\
2624	DumpIt.exe	0xd1d80	PUBLIC	C:\Users\Public
2624	DumpIt.exe	0xd1d80	SystemDrive	C:
2624	DumpIt.exe	0xd1d80	SystemRoot	C:\Windows
2624	DumpIt.exe	0xd1d80	TEMP	C:\Users\eminem\AppData\Local\Temp
2624	DumpIt.exe	0xd1d80	TMP	C:\Users\eminem\AppData\Local\Temp
2624	DumpIt.exe	0xd1d80	USERDOMAIN	2pac
2624	DumpIt.exe	0xd1d80	USERNAME	eminem
2624	DumpIt.exe	0xd1d80	USERPROFILE	C:\Users\eminem
2624	DumpIt.exe	0xd1d80	windir	C:\Windows
2624	DumpIt.exe	0xd1d80	windows_tracing_flags	3
2624	DumpIt.exe	0xd1d80	windows_tracing_logfile	C:\BVTBin\Tests\installpackage\csilogfile.log
2636	conhost.exe	0x2118f0	CommonProgramFiles	C:\Program Files\Common Files
2636	conhost.exe	0x2118f0	CommonProgramFiles(x86)	C:\Program Files (x86)\Common Files
2636	conhost.exe	0x2118f0	CommonProgramW6432	C:\Program Files\Common Files
2636	conhost.exe	0x2118f0	ComSpec	C:\Windows\system32\cmd.exe
2636	conhost.exe	0x2118f0	FP_NO_HOST_CHECK	NO
2636	conhost.exe	0x2118f0	NUMBER_OF_PROCESSORS	1
2636	conhost.exe	0x2118f0	OS	Windows_NT
2636	conhost.exe	0x2118f0	Path	C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\
2636	conhost.exe	0x2118f0	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
2636	conhost.exe	0x2118f0	PROCESSOR_ARCHITECTURE	AMD64
2636	conhost.exe	0x2118f0	PROCESSOR_IDENTIFIER	Intel64 Family 6 Model 142 Stepping 9, GenuineIntel
2636	conhost.exe	0x2118f0	PROCESSOR_LEVEL	6
2636	conhost.exe	0x2118f0	PROCESSOR_REVISION	8e09
2636	conhost.exe	0x2118f0	ProgramFiles	C:\Program Files
2636	conhost.exe	0x2118f0	ProgramFiles(x86)	C:\Program Files (x86)
2636	conhost.exe	0x2118f0	ProgramW6432	C:\Program Files
2636	conhost.exe	0x2118f0	PSModulePath	C:\Windows\system32\WindowsPowerShell\v1.0\Modules\
2636	conhost.exe	0x2118f0	SystemDrive	C:
2636	conhost.exe	0x2118f0	SystemRoot	C:\Windows
2636	conhost.exe	0x2118f0	TEMP	C:\Windows\TEMP
2636	conhost.exe	0x2118f0	TMP	C:\Windows\TEMP
2636	conhost.exe	0x2118f0	USERNAME	SYSTEM
2636	conhost.exe	0x2118f0	windir	C:\Windows
2636	conhost.exe	0x2118f0	windows_tracing_flags	3
2636	conhost.exe	0x2118f0	windows_tracing_logfile	C:\BVTBin\Tests\installpackage\csilogfile.log
2700	csrss.exe	0x1c18f0	ComSpec	C:\Windows\system32\cmd.exe
2700	csrss.exe	0x1c18f0	FP_NO_HOST_CHECK	NO
2700	csrss.exe	0x1c18f0	NUMBER_OF_PROCESSORS	1
2700	csrss.exe	0x1c18f0	OS	Windows_NT
2700	csrss.exe	0x1c18f0	Path	C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\
2700	csrss.exe	0x1c18f0	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
2700	csrss.exe	0x1c18f0	PROCESSOR_ARCHITECTURE	AMD64
2700	csrss.exe	0x1c18f0	PROCESSOR_IDENTIFIER	Intel64 Family 6 Model 142 Stepping 9, GenuineIntel
2700	csrss.exe	0x1c18f0	PROCESSOR_LEVEL	6
2700	csrss.exe	0x1c18f0	PROCESSOR_REVISION	8e09
2700	csrss.exe	0x1c18f0	PSModulePath	C:\Windows\system32\WindowsPowerShell\v1.0\Modules\
2700	csrss.exe	0x1c18f0	SystemDrive	C:
2700	csrss.exe	0x1c18f0	SystemRoot	C:\Windows
2700	csrss.exe	0x1c18f0	TEMP	C:\Windows\TEMP
2700	csrss.exe	0x1c18f0	TMP	C:\Windows\TEMP
2700	csrss.exe	0x1c18f0	USERNAME	SYSTEM
2700	csrss.exe	0x1c18f0	windir	C:\Windows
2700	csrss.exe	0x1c18f0	windows_tracing_flags	3
2700	csrss.exe	0x1c18f0	windows_tracing_logfile	C:\BVTBin\Tests\installpackage\csilogfile.log
2728	winlogon.exe	0x3518f0	ALLUSERSPROFILE	C:\ProgramData
2728	winlogon.exe	0x3518f0	CommonProgramFiles	C:\Program Files\Common Files
2728	winlogon.exe	0x3518f0	CommonProgramFiles(x86)	C:\Program Files (x86)\Common Files
2728	winlogon.exe	0x3518f0	CommonProgramW6432	C:\Program Files\Common Files
2728	winlogon.exe	0x3518f0	COMPUTERNAME	2PAC
2728	winlogon.exe	0x3518f0	ComSpec	C:\Windows\system32\cmd.exe
2728	winlogon.exe	0x3518f0	FP_NO_HOST_CHECK	NO
2728	winlogon.exe	0x3518f0	NUMBER_OF_PROCESSORS	1
2728	winlogon.exe	0x3518f0	OS	Windows_NT
2728	winlogon.exe	0x3518f0	Path	C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\
2728	winlogon.exe	0x3518f0	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
